2014-04-18 22:12:28,AIKIF_create.py,11051,TODO - add comment

2014-08-20 19:58:23,AIKIF_utils.py,7300,TODO - add comment

2014-04-18 22:08:38,addRawData.py,2428,TODO - add comment

2014-10-03 18:24:57,agent.py,3948,TODO - add comment

2014-09-30 22:12:24,agent_map_data.py,1854,TODO - add comment

2014-05-17 00:22:24,agg_context.py,3570,TODO - add comment

2014-06-07 00:52:15,load_PC_usage.py,2081,TODO - add comment

2014-10-03 00:01:01,load_info_cooking_recipe.py,2135,TODO - add comment

2014-08-21 22:21:00,agent_explore_grid.py,10212,TODO - add comment

2014-10-21 23:08:31,agent_email.py,1896,TODO - add comment

2014-08-26 06:24:38,agent_filelist.py,1842,TODO - add comment

2014-05-03 15:33:36,collect_Win_processes.py,7829,TODO - add comment

2014-05-02 14:05:29,log_PC_usage.py,1705,TODO - add comment

2014-10-26 21:21:44,log_browser_history.py,3031,TODO - add comment

2014-04-22 21:58:05,test_agent.py,800,TODO - add comment

2014-10-17 00:12:54,bias.py,2653,TODO - add comment

2014-06-28 21:27:46,cls_collect.py,397,TODO - add comment

2014-10-19 00:54:30,cls_collect_files.py,1424,TODO - add comment

2014-09-17 22:37:32,cls_file_mapping.py,3826,TODO - add comment

2014-10-21 20:08:18,cls_log.py,7602,TODO - add comment

2014-11-02 22:03:03,config.py,2393,TODO - add comment

2014-04-18 22:05:46,create_word_lists.py,5975,TODO - add comment

2014-08-31 21:47:51,check_redis_limit.py,9825,TODO - add comment

2014-08-24 22:00:43,cls_data.py,289,TODO - add comment

2014-06-25 23:06:52,cls_dataset.py,1429,TODO - add comment

2014-10-24 00:24:10,cls_datatable.py,12445,TODO - add comment

2014-08-05 22:38:29,cls_sql_code_generator.py,14810,TODO - add comment

2014-08-25 17:31:31,dataTools.py,13352,TODO - add comment

2014-07-17 00:14:09,form_example_simple.py,2382,TODO - add comment

2014-08-31 19:33:50,generateTestData.py,5178,TODO - add comment

2014-08-31 12:02:13,if_database.py,829,TODO - add comment

2014-08-31 12:12:24,if_mssqlserver.py,2297,TODO - add comment

2014-08-31 12:12:32,if_oracle.py,1920,TODO - add comment

2014-08-31 20:39:24,if_redis.py,4709,TODO - add comment

2014-08-21 20:12:48,worlds.py,12731,TODO - add comment

2014-08-26 07:55:28,autobackup.py,2859,TODO - add comment

2014-11-03 01:12:41,document_AIKIF.py,9083,TODO - add comment

2014-08-26 08:10:10,ex_index_mydocs.py,1646,TODO - add comment

2014-08-26 08:01:10,ex_project_management.py,5929,TODO - add comment

2014-10-29 23:22:48,finance_example.py,3575,TODO - add comment

2014-08-26 07:05:26,game_of_life_console.py,2624,TODO - add comment

2014-08-26 07:53:54,world_generator.py,2274,TODO - add comment

2014-10-08 17:45:59,gui_view_world.py,6290,TODO - add comment

2014-08-26 08:14:19,index.py,7669,TODO - add comment

2014-09-07 09:50:44,cls_context.py,7039,TODO - add comment

2014-08-26 12:38:27,cls_file.py,6967,TODO - add comment

2014-08-17 18:55:31,cls_filelist.py,16278,TODO - add comment

2014-06-23 21:29:09,cls_goal.py,1336,TODO - add comment

2014-08-21 18:06:05,cls_goal_friendly.py,1147,TODO - add comment

2014-06-23 23:26:37,cls_goal_money.py,1609,TODO - add comment

2014-07-30 23:29:00,cls_goal_time.py,1596,TODO - add comment

2014-08-04 22:39:57,cls_plan.py,5746,TODO - add comment

2014-04-18 22:18:27,loadCountry_Gdeltproject.py,2417,TODO - add comment

2014-04-06 01:07:27,loadInfoCourseLectures.py,5843,TODO - add comment

2014-04-18 22:23:29,loadPIM_Filelist.py,6729,TODO - add comment

2014-04-18 22:00:36,loadPIM_shoppingList.py,2646,TODO - add comment

2014-04-17 21:52:50,load_ABS_data.py,3992,TODO - add comment

2014-10-29 23:23:35,mapper.py,8023,TODO - add comment

2014-03-29 01:51:40,createMindOntology.py,6427,TODO - add comment

2014-08-31 10:06:45,cyc_extract.py,2873,TODO - add comment

2014-08-31 21:57:24,read_opencyc.py,3279,TODO - add comment

2014-04-14 00:49:02,read_wordnet.py,2205,TODO - add comment

2014-03-30 20:58:00,review_ontology.py,22952,TODO - add comment

2014-03-23 23:52:33,processRawData.py,1405,TODO - add comment

2014-11-05 00:43:01,programs.py,5384,TODO - add comment

2014-08-26 10:12:18,run_agents.py,2626,TODO - add comment

2014-07-30 19:45:37,search.py,2035,TODO - add comment

2014-08-05 23:32:41,security.py,1771,TODO - add comment

2014-04-30 21:55:07,Toolbox.py,2513,TODO - add comment

2014-08-19 23:29:50,audio_tools.py,2793,TODO - add comment

2014-07-13 19:47:59,cls_grid.py,8893,TODO - add comment

2014-07-09 00:57:20,cls_grid_life.py,4738,TODO - add comment

2014-06-18 01:07:48,crypt_utils.py,4282,TODO - add comment

2014-06-15 22:12:05,game_board_utils.py,1752,TODO - add comment

2014-08-17 22:08:47,image_tools.py,13958,TODO - add comment

2014-04-24 19:47:23,solve_knapsack.py,3733,TODO - add comment

2014-04-30 20:28:19,test_tool.py,377,TODO - add comment

2014-10-07 23:32:00,tools.py,3037,TODO - add comment

2014-04-18 22:26:47,view.py,2109,TODO - add comment

2014-10-25 09:11:31,page_about.py,1478,TODO - add comment

2014-08-26 10:10:01,page_agents.py,796,TODO - add comment

2014-08-26 10:06:50,page_data.py,2660,TODO - add comment

2014-10-27 00:06:35,page_programs.py,3595,TODO - add comment

2014-10-19 00:58:32,page_search.py,2632,TODO - add comment

2014-10-26 19:30:22,web_aikif.py,6930,TODO - add comment

2014-10-27 00:13:00,web_utils.py,6439,TODO - add comment

2014-03-23 23:52:33,processRawData.py,1405,TODO - add comment

2014-10-29 23:23:35,mapper.py,8023,TODO - add comment

2014-08-20 19:58:23,AIKIF_utils.py,7300,TODO - add comment

2014-09-17 22:37:32,cls_file_mapping.py,3826,TODO - add comment

2014-10-07 23:32:00,tools.py,3037,TODO - add comment

2014-04-18 22:26:47,view.py,2109,TODO - add comment

2014-08-26 10:12:18,run_agents.py,2626,TODO - add comment

2014-10-08 17:45:59,gui_view_world.py,6290,TODO - add comment

2014-07-30 19:45:37,search.py,2035,TODO - add comment

2014-04-18 22:00:36,loadPIM_shoppingList.py,2646,TODO - add comment

2014-08-05 23:32:41,security.py,1771,TODO - add comment

2014-04-18 22:18:27,loadCountry_Gdeltproject.py,2417,TODO - add comment

2014-08-26 08:14:19,index.py,7669,TODO - add comment

2014-04-18 22:23:29,loadPIM_Filelist.py,6729,TODO - add comment

2014-10-17 00:12:54,bias.py,2653,TODO - add comment

2014-10-19 00:54:30,cls_collect_files.py,1424,TODO - add comment

2014-06-28 21:27:46,cls_collect.py,397,TODO - add comment

2014-04-06 01:07:27,loadInfoCourseLectures.py,5843,TODO - add comment

2014-04-18 22:08:38,addRawData.py,2428,TODO - add comment

2014-04-18 22:05:46,create_word_lists.py,5975,TODO - add comment

2014-11-05 00:43:01,programs.py,5384,TODO - add comment

2014-10-21 20:08:18,cls_log.py,7602,TODO - add comment

2014-11-02 22:03:03,config.py,2393,TODO - add comment

2014-04-17 21:52:50,load_ABS_data.py,3992,TODO - add comment

2014-04-18 22:12:28,AIKIF_create.py,11051,TODO - add comment

2014-08-31 19:33:50,generateTestData.py,5178,TODO - add comment

2014-10-24 00:24:10,cls_datatable.py,12445,TODO - add comment

2014-08-31 20:39:24,if_redis.py,4709,TODO - add comment

2014-08-31 12:12:24,if_mssqlserver.py,2297,TODO - add comment

2014-08-25 17:31:31,dataTools.py,13352,TODO - add comment

2014-06-25 23:06:52,cls_dataset.py,1429,TODO - add comment

2014-08-24 22:00:43,cls_data.py,289,TODO - add comment

2014-08-05 22:38:29,cls_sql_code_generator.py,14810,TODO - add comment

2014-08-31 21:47:51,check_redis_limit.py,9825,TODO - add comment

2014-08-31 12:12:32,if_oracle.py,1920,TODO - add comment

2014-08-31 12:02:13,if_database.py,829,TODO - add comment

2014-07-17 00:14:09,form_example_simple.py,2382,TODO - add comment

2014-08-21 20:12:48,worlds.py,12731,TODO - add comment

2014-10-25 09:11:31,page_about.py,1478,TODO - add comment

2014-08-26 10:10:01,page_agents.py,796,TODO - add comment

2014-10-27 00:06:35,page_programs.py,3595,TODO - add comment

2014-10-27 00:13:00,web_utils.py,6439,TODO - add comment

2014-10-26 19:30:22,web_aikif.py,6930,TODO - add comment

2014-10-19 00:58:32,page_search.py,2632,TODO - add comment

2014-08-26 10:06:50,page_data.py,2660,TODO - add comment

2014-04-22 21:58:05,test_agent.py,800,TODO - add comment

2014-09-30 22:12:24,agent_map_data.py,1854,TODO - add comment

2014-10-03 18:24:57,agent.py,3948,TODO - add comment

2014-05-03 15:33:36,collect_Win_processes.py,7829,TODO - add comment

2014-10-21 23:08:31,agent_email.py,1896,TODO - add comment

2014-05-02 14:05:29,log_PC_usage.py,1705,TODO - add comment

2014-08-26 06:24:38,agent_filelist.py,1842,TODO - add comment

2014-10-26 21:21:44,log_browser_history.py,3031,TODO - add comment

2014-05-17 00:22:24,agg_context.py,3570,TODO - add comment

2014-10-03 00:01:01,load_info_cooking_recipe.py,2135,TODO - add comment

2014-06-07 00:52:15,load_PC_usage.py,2081,TODO - add comment

2014-08-21 22:21:00,agent_explore_grid.py,10212,TODO - add comment

2014-08-21 18:06:05,cls_goal_friendly.py,1147,TODO - add comment

2014-07-30 23:29:00,cls_goal_time.py,1596,TODO - add comment

2014-08-17 18:55:31,cls_filelist.py,16278,TODO - add comment

2014-08-04 22:39:57,cls_plan.py,5746,TODO - add comment

2014-06-23 21:29:09,cls_goal.py,1336,TODO - add comment

2014-09-07 09:50:44,cls_context.py,7039,TODO - add comment

2014-06-23 23:26:37,cls_goal_money.py,1609,TODO - add comment

2014-08-26 12:38:27,cls_file.py,6967,TODO - add comment

2014-08-26 08:10:10,ex_index_mydocs.py,1646,TODO - add comment

2014-08-26 07:05:26,game_of_life_console.py,2624,TODO - add comment

2014-10-29 23:22:48,finance_example.py,3575,TODO - add comment

2014-11-03 01:12:41,document_AIKIF.py,9083,TODO - add comment

2014-08-26 08:01:10,ex_project_management.py,5929,TODO - add comment

2014-08-26 07:55:28,autobackup.py,2859,TODO - add comment

2014-08-26 07:53:54,world_generator.py,2274,TODO - add comment

2014-06-15 22:12:05,game_board_utils.py,1752,TODO - add comment

2014-07-09 00:57:20,cls_grid_life.py,4738,TODO - add comment

2014-08-17 22:08:47,image_tools.py,13958,TODO - add comment

2014-04-30 21:55:07,Toolbox.py,2513,TODO - add comment

2014-06-18 01:07:48,crypt_utils.py,4282,TODO - add comment

2014-04-24 19:47:23,solve_knapsack.py,3733,TODO - add comment

2014-08-19 23:29:50,audio_tools.py,2793,TODO - add comment

2014-04-30 20:28:19,test_tool.py,377,TODO - add comment

2014-07-13 19:47:59,cls_grid.py,8893,TODO - add comment

2014-03-30 20:58:00,review_ontology.py,22952,TODO - add comment

2014-04-14 00:49:02,read_wordnet.py,2205,TODO - add comment

2014-03-29 01:51:40,createMindOntology.py,6427,TODO - add comment

2014-08-31 21:57:24,read_opencyc.py,3279,TODO - add comment

2014-08-31 10:06:45,cyc_extract.py,2873,TODO - add comment

